ID,EVALUATION_RATING,REPORTS_TO,FEEDBACK_COMMENT,SATISFACTION_INDEX
135432,1.5,109769,My peers do not support generating revenue,4.7
135433,2.7,119897,My peers  provide guidance about providing better service,4.7
135434,2.5,105131,My peers do not listen to me on providing better service,4.9
135435,4.7,116731,My peers do not communicate about our strategy,3.8
135436,1.9,123259,My peers  communicate about our vision of the future,4.6
135437,3,111647,My bosses  support our strategy,4.8
135438,4.5,112921,My peers  communicate about our vision of the future,3.9
135439,2.2,120532,My peers  listen to me on our vision of the future,4.9
135440,2.7,117554,My bosses do not listen to me on our strategy,3.8
135441,3.5,113328,My bosses do not provide guidance about our vision of the future,3.8
135442,3,118196,My peers do not provide guidance about our vision of the future,3.8
135443,2.5,116598,My bosses do not communicate about our vision of the future,4.8
135444,1.7,116230,My bosses do not support generating revenue,3.7
135445,4.5,110428,My peers do not provide guidance about our strategy,3.7
135446,1.1,120725,My bosses do not provide guidance about providing better service,3.8
135447,4.7,124521,My bosses do not provide guidance about our vision of the future,3.7
135448,2.8,119315,My peers  support our vision of the future,3.8
135449,4.2,119214,My peers do not support providing better service,3.6
135450,4.2,113947,My bosses do not provide guidance about our strategy,3.6
135451,1.1,120061,My peers do not support our strategy,3.8
135452,4.7,118839,My peers do not communicate about generating revenue,4.8
135453,4.2,117078,My peers  listen to me on providing better service,3.7
135454,4.6,124938,My peers  communicate about providing better service,3.6
135455,1.1,118302,My bosses  communicate about providing better service,3.6
135456,4.1,124035,My bosses  provide guidance about providing better service,4.6
135457,2.6,107957,My peers  listen to me on generating revenue,4.6
135458,4.6,123458,My bosses do not listen to me on our vision of the future,4.8
135459,1.8,105398,My peers  communicate about generating revenue,3.9
135460,4.2,110123,My bosses  listen to me on providing better service,4.8
135461,3.7,117519,My bosses  provide guidance about generating revenue,3.9
135462,3.3,112372,My bosses  listen to me on our strategy,4.6
135463,3.4,123951,My peers do not communicate about our vision of the future,4.7
135464,2.8,108710,My peers  provide guidance about providing better service,3.6
135465,2.6,108707,My peers  communicate about generating revenue,4.6
135466,1.2,105609,My peers do not communicate about our strategy,3.6
135467,4.8,118777,My peers do not support our vision of the future,3.9
135468,4,109577,My bosses do not support providing better service,3.9
135469,1.1,111894,My peers do not listen to me on our strategy,3.7
135470,2.9,110083,My peers do not support providing better service,3.6
135471,4,111784,My bosses do not listen to me on our vision of the future,3.7
135472,1.4,110772,My peers  support our strategy,3.8
135473,1.4,120488,My bosses do not communicate about providing better service,4.8
135474,4.7,107506,My bosses  communicate about generating revenue,3.7
135475,4.2,117359,My bosses  communicate about generating revenue,4.7
135476,1.6,118053,My bosses do not support generating revenue,3.8
135477,1.3,118090,My bosses  provide guidance about our strategy,3.7
135478,1.6,115114,My peers do not provide guidance about our strategy,3.7
135479,1.9,115654,My peers do not support providing better service,4.8
135480,3.4,105706,My bosses do not communicate about generating revenue,3.6
135481,4.1,122182,My bosses  listen to me on generating revenue,3.6
135482,2.9,114211,My peers  support generating revenue,4.6
135483,2.8,105510,My peers do not communicate about providing better service,3.7
135484,4.1,124695,My peers  communicate about generating revenue,4.7
135485,3.7,112499,My bosses  support our vision of the future,3.7
135486,4.8,122686,My bosses  listen to me on our vision of the future,4.9
135487,1.6,107972,My bosses  provide guidance about providing better service,3.7
135488,3.5,111367,My peers  communicate about our vision of the future,3.9
135489,1.7,110952,My bosses  provide guidance about generating revenue,4.6
135490,2.3,107661,My peers do not listen to me on providing better service,4.9
135491,3.4,111125,My bosses do not listen to me on our vision of the future,4.9
135492,3,118609,My bosses do not support our strategy,4.9
135493,2.8,106287,My bosses  support our strategy,4.8
135494,2.2,120639,My peers do not provide guidance about our vision of the future,3.7
135495,1.8,119351,My bosses do not communicate about generating revenue,3.8
135496,2.8,117308,My peers  communicate about generating revenue,4.7
135497,3,120328,My bosses  listen to me on providing better service,3.8
135498,4.7,111359,My peers do not support our strategy,3.6
135499,2.8,110122,My bosses  communicate about generating revenue,3.7
135500,1.6,117004,My bosses  support our vision of the future,3.7
135501,1.4,111060,My peers do not communicate about providing better service,3.7
135502,1.3,121633,My peers do not provide guidance about our vision of the future,4.7
135503,3.1,117418,My peers  provide guidance about providing better service,3.7
135504,1.6,113861,My peers  support our strategy,3.9
135505,4.5,110470,My bosses do not support providing better service,3.8
135506,4.9,122916,My bosses do not provide guidance about our strategy,4.7
135507,2.9,113676,My peers  listen to me on generating revenue,4.9
135508,4.8,108754,My peers do not listen to me on generating revenue,4.8
135509,1.4,108141,My peers do not provide guidance about our strategy,4.8
135510,4.2,121954,My peers  provide guidance about providing better service,3.9
135511,2.5,107199,My bosses do not communicate about generating revenue,4.8
135512,2.9,109442,My peers  support generating revenue,3.6
135513,4.7,122536,My bosses do not support our vision of the future,3.8
135514,1.9,119383,My bosses  provide guidance about generating revenue,3.8
135515,3.4,111488,My peers  support providing better service,3.9
135516,1.6,110171,My peers  support our strategy,3.9
135517,1.5,105363,My bosses do not support our strategy,3.6
135518,3,119380,My bosses  provide guidance about our strategy,3.8
135519,3.7,115945,My peers do not support our strategy,3.9
135520,2,112770,My bosses do not support providing better service,4.6
135521,4.1,117276,My peers  support generating revenue,3.6
135522,3.3,122187,My peers  listen to me on our strategy,4.6
135523,2.6,115335,My peers do not communicate about generating revenue,3.6
135524,1.3,107129,My bosses  listen to me on our strategy,3.7
135525,4.4,120207,My bosses  support our strategy,3.6
135526,3.4,105524,My bosses  provide guidance about our vision of the future,4.6
135527,2.5,123200,My peers do not support generating revenue,3.7
135528,4.6,108603,My peers  support generating revenue,4.8
135529,3,107020,My peers  support our vision of the future,3.8
135530,1,118113,My peers do not support our vision of the future,4.8
135531,1.8,107204,My bosses do not communicate about our strategy,3.7
135532,3,111576,My bosses do not communicate about generating revenue,3.7
135533,2,110279,My peers do not listen to me on our strategy,3.8
135534,2.5,106569,My peers do not communicate about generating revenue,3.8
135535,3.2,117394,My peers  provide guidance about our vision of the future,3.7
135536,4.8,122898,My peers  communicate about our strategy,3.8
135537,1.3,123210,My peers  provide guidance about our strategy,4.6
135538,3.4,108418,My peers do not communicate about generating revenue,3.7
135539,1.8,118373,My peers  provide guidance about our strategy,3.7
135540,3.3,105385,My bosses do not communicate about our strategy,4.9
135541,3.9,120035,My peers  listen to me on our strategy,4.7
135542,3.5,109037,My bosses do not listen to me on providing better service,4.6
135543,2,116834,My peers do not support our strategy,4.8
135544,1.7,116091,My bosses  provide guidance about providing better service,3.8
135545,2.8,111205,My peers do not provide guidance about our strategy,3.7
135546,2.8,111205,My peers  provide guidance about our vision of the future,3.8
135547,4,110531,My peers do not listen to me on generating revenue,4.8
135548,1.7,106391,My peers do not listen to me on our vision of the future,3.6
135549,2.5,105294,My peers do not provide guidance about our strategy,4.7
135550,3.6,120623,My peers do not provide guidance about our strategy,3.7
135551,1.8,113039,My peers do not support generating revenue,3.6
135552,3.2,120244,My peers  listen to me on our vision of the future,3.7
135553,4.5,111209,My bosses  provide guidance about generating revenue,3.8
135554,2,110506,My bosses do not provide guidance about our strategy,4.8
135555,2.7,108559,My bosses  provide guidance about our vision of the future,4.9
135556,1.2,115485,My peers  provide guidance about our strategy,3.7
135557,3.7,109421,My peers do not support our vision of the future,3.9
135558,4.9,114346,My bosses  provide guidance about our strategy,3.8
135559,4.2,117944,My bosses  communicate about our strategy,3.6
135560,3.6,124485,My bosses  provide guidance about providing better service,3.8
135561,4.5,118964,My bosses do not listen to me on our vision of the future,3.8
135562,1.7,106623,My bosses  listen to me on providing better service,4.6
135563,2.5,113688,My peers do not listen to me on our vision of the future,4.9
135564,3.6,109268,My bosses do not communicate about providing better service,4.6
135565,4.6,117281,My bosses do not support providing better service,3.8
135566,4.4,107433,My bosses  provide guidance about generating revenue,4.8
135567,4.9,117127,My peers do not listen to me on our vision of the future,3.8
135568,3.9,122255,My bosses  support generating revenue,3.8
135569,3.3,123934,My bosses do not communicate about our strategy,3.8
135570,4.5,116223,My bosses do not support providing better service,4.6
135571,1.2,112833,My peers do not provide guidance about generating revenue,4.8
135572,3.5,121358,My peers do not support providing better service,3.9
135573,3.1,105307,My peers  provide guidance about providing better service,4.9
135574,3.8,124875,My peers  provide guidance about our strategy,4.8
135575,4.6,115989,My bosses do not support our vision of the future,4.9
135576,4.9,108841,My bosses do not support providing better service,3.8
135577,1,123576,My bosses do not listen to me on providing better service,4.7
135578,4.4,119428,My bosses  provide guidance about our vision of the future,3.7
135579,1.9,110324,My peers do not provide guidance about our strategy,4.9
135580,3.4,123833,My bosses do not listen to me on generating revenue,3.9
135581,3.1,112197,My bosses do not communicate about generating revenue,4.9
135582,3.7,112282,My bosses  communicate about providing better service,3.6
135583,3.1,118347,My bosses do not support providing better service,3.9
135584,1.4,120145,My peers  listen to me on providing better service,3.9
135585,4.3,108334,My bosses  listen to me on providing better service,3.9
135586,1.3,113747,My peers do not communicate about generating revenue,3.7
135587,2.5,107034,My peers do not listen to me on generating revenue,3.7
135588,3.7,123025,My bosses do not provide guidance about our vision of the future,4.9
135589,1.5,115568,My peers do not support our vision of the future,3.8
135590,2.5,105609,My bosses do not listen to me on our strategy,3.9
135591,3.9,109584,My bosses do not provide guidance about providing better service,3.7
135592,4.8,112454,My peers  provide guidance about our strategy,4.7
135593,1.5,105556,My peers do not support our vision of the future,3.7
135594,1.5,119664,My peers  support generating revenue,3.9
135595,4.7,124640,My peers  provide guidance about our vision of the future,3.7
135596,3.7,120033,My peers do not support providing better service,3.6
135597,3.3,105699,My peers do not provide guidance about our vision of the future,4.8
135598,3.9,105776,My bosses do not listen to me on our vision of the future,4.8
135599,4.3,116454,My bosses  support providing better service,3.9
135600,4.5,109530,My bosses  listen to me on providing better service,3.7
135601,3.5,124773,My bosses  communicate about providing better service,3.9
135602,1.6,111880,My bosses  provide guidance about generating revenue,3.9
135603,1.2,116323,My bosses  provide guidance about generating revenue,3.7
135604,3.6,116186,My bosses  support our vision of the future,4.9
135605,2,106534,My bosses do not provide guidance about generating revenue,3.6
135606,4.5,124697,My bosses do not provide guidance about our strategy,4.8
135607,3.1,113816,My peers  listen to me on our vision of the future,3.7
135608,1.2,120348,My bosses  support our vision of the future,4.6
135609,3,119352,My peers do not provide guidance about providing better service,3.8
135610,4.1,116115,My peers  support generating revenue,4.8
135611,2.3,124974,My bosses  communicate about our strategy,3.8
135612,4.4,114041,My bosses do not provide guidance about our strategy,4.7
135613,2.5,112553,My peers  provide guidance about our strategy,4.7
135614,1.2,122684,My peers do not listen to me on our vision of the future,4.6
135615,2.3,119697,My peers  communicate about generating revenue,3.7
135616,1.3,106712,My peers do not provide guidance about generating revenue,3.7
135617,1.5,114778,My peers do not communicate about providing better service,4.8
135618,1.7,119614,My peers  communicate about our vision of the future,4.8
135619,3.3,124470,My peers  listen to me on providing better service,3.9
135620,3.4,110850,My peers  support our vision of the future,3.6
135621,3,105728,My bosses do not listen to me on our strategy,4.8
135622,2.5,109358,My peers  provide guidance about providing better service,3.7
135623,3.1,107457,My peers  support providing better service,4.6
135624,1.8,106244,My bosses do not communicate about generating revenue,3.8
135625,4.4,118977,My bosses do not listen to me on providing better service,4.7
135626,1.4,115131,My bosses  listen to me on our vision of the future,3.9
135627,3.6,111285,My peers do not listen to me on providing better service,3.8
135628,3.3,119176,My peers  communicate about providing better service,3.6
135629,2.1,115289,My bosses do not support our strategy,3.9
135630,2.9,111790,My bosses do not support our vision of the future,3.8
135631,1.9,106901,My bosses do not provide guidance about our vision of the future,3.9
135632,1.7,108639,My peers do not provide guidance about generating revenue,4.7
135633,4.4,107272,My bosses  listen to me on our strategy,3.7
135634,3,120396,My peers do not support our strategy,4.7
135635,2.5,119653,My bosses do not support our vision of the future,3.8
135636,3.1,118509,My bosses  provide guidance about our strategy,4.9
135637,1.9,122730,My bosses do not listen to me on our vision of the future,4.8
135638,2.9,117504,My peers do not communicate about our vision of the future,3.9
135639,2.2,118587,My bosses do not listen to me on generating revenue,4.9
135640,3.4,111657,My bosses do not support providing better service,4.8
135641,1.8,112479,My peers  listen to me on generating revenue,4.9
135642,3.1,116921,My peers  provide guidance about our strategy,3.8
135643,4.6,122654,My bosses  support generating revenue,3.6
135644,2.7,117198,My peers do not communicate about generating revenue,4.9
135645,1.8,113310,My peers  support our vision of the future,3.8
135646,4.5,109563,My bosses  provide guidance about providing better service,4.8
135647,1.8,113318,My peers  listen to me on providing better service,4.9
135648,4.4,110713,My bosses do not listen to me on providing better service,3.8
135649,1.2,119761,My peers do not support our strategy,3.6
135650,4.1,117792,My peers do not listen to me on our strategy,3.9
135651,4.5,109027,My peers do not support our vision of the future,3.9
135652,3.1,120334,My bosses  listen to me on our strategy,4.6
135653,2.4,107724,My peers do not communicate about our strategy,3.9
135654,1.8,113792,My peers do not provide guidance about generating revenue,3.8
135655,4.8,116281,My bosses do not communicate about providing better service,3.7
135656,2.3,112703,My bosses do not provide guidance about generating revenue,3.7
135657,4.5,117318,My bosses  provide guidance about our strategy,3.7
135658,4.7,119844,My peers do not provide guidance about our vision of the future,3.6
135659,3.8,112479,My bosses  support our strategy,3.8
135660,2.4,108045,My bosses  support our vision of the future,3.6
135661,3.1,105163,My peers do not listen to me on providing better service,4.8
135662,1.7,120264,My peers  communicate about generating revenue,4.7
135663,2.6,118955,My peers do not listen to me on generating revenue,4.6
135664,2.6,121003,My peers do not listen to me on our strategy,4.8
135665,1.2,119565,My peers do not support generating revenue,4.9
135666,2.8,109224,My bosses  listen to me on our vision of the future,3.8
135667,4,116431,My peers do not support generating revenue,3.8
135668,4.4,124937,My peers  support providing better service,3.8
135669,4.7,114701,My bosses do not communicate about our vision of the future,4.7
135670,4.9,108406,My bosses  support our strategy,3.9
135671,2.2,111063,My bosses do not support our vision of the future,3.8
135672,4.8,105241,My bosses do not communicate about providing better service,4.6
135673,3,113362,My bosses  listen to me on our vision of the future,4.7
135674,2.6,117080,My peers do not support generating revenue,3.9
135675,3.3,123790,My peers  support providing better service,3.8
135676,2.1,123400,My bosses  listen to me on our strategy,4.7
135677,2.4,107477,My peers  listen to me on providing better service,3.6
135678,4,112304,My bosses  communicate about generating revenue,3.8
135679,4,124931,My bosses  communicate about our strategy,3.8
135680,2.7,119587,My bosses  listen to me on providing better service,3.9
135681,1.5,118650,My bosses  provide guidance about providing better service,3.9
135682,3.1,114685,My bosses  support providing better service,3.8
135683,4.6,109599,My bosses do not listen to me on providing better service,3.8
135684,4,113490,My peers  support generating revenue,3.6
135685,3.3,107888,My peers do not support generating revenue,4.9
135686,2.2,116487,My peers do not provide guidance about our vision of the future,3.9
135687,1.8,112391,My bosses  listen to me on providing better service,3.6
135688,1.9,110691,My peers  provide guidance about our strategy,3.7
135689,2.2,123582,My bosses  communicate about providing better service,4.8
135690,4.2,109355,My bosses  communicate about our vision of the future,3.8
135691,4.2,105600,My bosses  provide guidance about generating revenue,4.9
135692,3.3,115921,My peers do not communicate about providing better service,4.6
135693,3.3,117525,My bosses do not provide guidance about generating revenue,4.7
135694,1.8,113313,My bosses do not provide guidance about providing better service,3.6
135695,2.4,108721,My peers do not communicate about generating revenue,4.8
135696,2.4,121597,My bosses  communicate about generating revenue,3.8
135697,3.4,117434,My bosses do not provide guidance about generating revenue,3.9
135698,3.5,123200,My peers  communicate about generating revenue,4.9
135699,2.2,120095,My peers do not support our strategy,4.7
135700,3.8,120030,My peers  listen to me on generating revenue,3.9
135701,3.9,109168,My peers do not provide guidance about generating revenue,4.9
135702,4.6,114544,My peers  communicate about generating revenue,3.8
135703,4.3,120472,My peers do not support providing better service,3.7
135704,3.4,106350,My bosses  listen to me on our strategy,3.8
135705,3.9,124478,My bosses  listen to me on generating revenue,4.6
135706,4,111544,My peers  communicate about our strategy,4.7
135707,4.8,118762,My bosses do not provide guidance about our vision of the future,4.9
135708,4.3,113867,My peers do not listen to me on our strategy,3.8
135709,4.9,120057,My peers  listen to me on our vision of the future,3.7
135710,4.9,118327,My peers  listen to me on our vision of the future,3.6
135711,1.1,107993,My peers do not provide guidance about generating revenue,3.8
135712,4.6,121297,My bosses do not communicate about our vision of the future,3.6
135713,3.8,106538,My peers  support generating revenue,4.7
135714,4.6,113033,My peers do not communicate about generating revenue,4.9
135715,4.2,123108,My bosses  provide guidance about our vision of the future,3.7
135716,2.2,116172,My bosses  support generating revenue,3.7
135717,4.9,113635,My peers do not listen to me on generating revenue,4.8
135718,2,106821,My bosses  provide guidance about our strategy,3.9
135719,2.6,110497,My bosses  communicate about generating revenue,3.6
135720,4.2,124629,My bosses do not listen to me on our vision of the future,3.9
135721,3.8,119643,My bosses do not provide guidance about our strategy,3.9
135722,1,112047,My bosses do not listen to me on generating revenue,4.6
135723,3,116298,My bosses  communicate about generating revenue,3.7
135724,3.1,111483,My bosses  communicate about our strategy,3.9
135725,1.9,120373,My bosses  communicate about generating revenue,3.7
135726,2.6,116244,My bosses  communicate about providing better service,3.7
135727,2.1,108899,My peers do not provide guidance about our vision of the future,4.7
135728,4.7,109562,My bosses  communicate about our vision of the future,3.7
135729,3.2,115058,My bosses do not support our vision of the future,3.7
135730,1.5,107418,My peers  support our strategy,4.7
135731,2.9,119189,My peers do not communicate about our strategy,3.6
135732,4.5,123818,My peers do not communicate about generating revenue,4.6
135733,3.6,124608,My bosses do not support our strategy,4.7
135734,2.1,114907,My peers do not provide guidance about generating revenue,3.8
135735,4.8,106032,My peers  communicate about our vision of the future,3.6
135736,3.5,108488,My bosses do not listen to me on our strategy,4.8
135737,1.6,115333,My bosses  communicate about providing better service,4.7
135738,3.3,108416,My peers do not support our vision of the future,3.8
135739,3.7,111654,My peers do not support providing better service,3.6
135740,4.5,111407,My peers do not support providing better service,3.6
135741,4,109628,My bosses do not listen to me on our strategy,3.7
135742,2,107144,My bosses  listen to me on our vision of the future,4.8
135743,4.5,116225,My bosses  listen to me on generating revenue,3.7
135744,1.4,108224,My peers  listen to me on providing better service,4.7
135745,4.3,119479,My bosses do not support providing better service,3.6
135746,1.6,119807,My peers  listen to me on our vision of the future,3.8
135747,3.5,111637,My bosses do not support providing better service,4.8
135748,1.6,121573,My peers  support generating revenue,4.7
135749,1.6,120410,My peers do not listen to me on our vision of the future,4.9
135750,2.6,120904,My peers do not communicate about our strategy,3.8
135751,4.5,111919,My bosses  communicate about generating revenue,3.8
135752,1.4,111598,My bosses do not provide guidance about our strategy,4.7
135753,1.8,110389,My peers  communicate about generating revenue,4.7
135754,1.2,105348,My bosses  provide guidance about providing better service,3.6
135755,1.7,117124,My peers do not listen to me on generating revenue,4.7
135756,4.2,119225,My bosses do not communicate about generating revenue,3.8
135757,2,107831,My peers  support generating revenue,4.8
135758,4,121355,My peers do not listen to me on providing better service,3.7
135759,1.6,118420,My bosses  communicate about generating revenue,4.9
135760,4.9,108974,My peers  provide guidance about providing better service,3.6
135761,3.4,105230,My peers do not communicate about generating revenue,3.7
135762,2.1,116510,My bosses do not support our vision of the future,4.8
135763,1.8,118892,My peers do not support our strategy,4.7
135764,4.4,116095,My peers do not listen to me on providing better service,3.9
135765,2.7,107658,My bosses do not listen to me on generating revenue,3.9
135766,1.1,106880,My bosses do not listen to me on our strategy,4.7
135767,2.9,107525,My bosses do not communicate about our strategy,3.6
135768,2.7,116691,My bosses do not communicate about our vision of the future,4.8
135769,1.8,108648,My bosses do not provide guidance about our strategy,4.6
135770,1.2,122709,My peers do not provide guidance about generating revenue,3.8
135771,1.8,118993,My peers  communicate about our vision of the future,3.8
135772,2.6,110728,My bosses  provide guidance about generating revenue,4.7
135773,3.2,123065,My peers  support our vision of the future,3.6
135774,3.9,111094,My peers  communicate about our strategy,4.6
135775,1.8,105715,My peers do not provide guidance about generating revenue,4.8
135776,1.8,112381,My bosses  communicate about providing better service,4.7
135777,1.2,118825,My peers do not communicate about our vision of the future,4.6
135778,4.1,109942,My bosses  provide guidance about our strategy,3.7
135779,4.7,122831,My peers do not communicate about our strategy,3.9
135780,3,123583,My bosses  communicate about our vision of the future,3.7
135781,4.8,118801,My peers do not provide guidance about our vision of the future,4.9
135782,2.1,109238,My bosses do not provide guidance about generating revenue,3.9
135783,2.1,112135,My peers  support our vision of the future,4.9
135784,2.2,115092,My peers  listen to me on our vision of the future,4.9
135785,2.6,116604,My bosses do not listen to me on providing better service,4.9
135786,1.5,124153,My peers do not support our strategy,4.7
135787,3,117212,My peers  provide guidance about our vision of the future,4.6
135788,1.1,111283,My peers  listen to me on our strategy,4.9
135789,4.8,120879,My bosses  listen to me on our vision of the future,3.6
135790,1.4,105369,My bosses do not listen to me on generating revenue,3.6
135791,3.3,111550,My bosses  communicate about generating revenue,4.8
135792,3.1,122832,My peers  communicate about generating revenue,3.6
135793,2.1,107322,My bosses do not support generating revenue,4.8
135794,1.2,117493,My bosses do not communicate about generating revenue,3.6
135795,2,113714,My peers  support providing better service,3.6
135796,3.3,122854,My bosses do not support generating revenue,3.9
135797,2.1,111696,My bosses do not listen to me on generating revenue,3.8
135798,2.6,123750,My bosses  communicate about our strategy,3.8
135799,3.2,116921,My peers do not provide guidance about our vision of the future,4.9
135800,3.7,112560,My peers  support our vision of the future,3.6
135801,2.6,124089,My peers  communicate about generating revenue,3.7
135802,3.7,114800,My bosses do not support our vision of the future,3.6
135803,4.3,106960,My peers  support generating revenue,3.9
135804,4.3,118604,My bosses do not support generating revenue,3.7
135805,3,124160,My peers do not provide guidance about providing better service,3.6
135806,1,109906,My peers do not provide guidance about generating revenue,4.7
135807,2.1,106461,My peers  provide guidance about our strategy,3.7
135808,2.5,115961,My bosses do not listen to me on our strategy,3.7
135809,1,117722,My bosses do not listen to me on providing better service,4.9
135810,4.9,107590,My bosses do not listen to me on our vision of the future,3.7
135811,3.6,111503,My bosses  support our strategy,4.7
135812,2.1,106149,My bosses  communicate about our strategy,3.7
135813,1.5,114249,My bosses do not provide guidance about generating revenue,3.8
135814,3,123456,My peers  provide guidance about generating revenue,4.8
135815,2,105962,My bosses do not support generating revenue,4.8
135816,2.2,110639,My bosses  provide guidance about providing better service,4.7
135817,4.1,112970,My peers do not support providing better service,3.6
135818,2.8,116858,My peers  listen to me on our vision of the future,4.7
135819,4.7,119328,My bosses  listen to me on generating revenue,3.7
135820,3.2,119726,My peers do not support providing better service,4.8
135821,3.2,119248,My bosses  listen to me on providing better service,3.7
135822,4.1,105462,My peers do not communicate about providing better service,4.9
135823,3.4,107001,My bosses  communicate about generating revenue,4.6
135824,1.3,109600,My peers  support our strategy,4.8
135825,4.4,105785,My bosses  support generating revenue,3.7
135826,3.2,124182,My peers  listen to me on providing better service,4.6
135827,3.2,109303,My peers  provide guidance about generating revenue,4.9
135828,2.9,113866,My peers  support our strategy,3.9
135829,3.3,109258,My peers  provide guidance about our vision of the future,4.8
135830,1.2,123445,My peers  listen to me on generating revenue,3.9
135831,3.1,119367,My peers  provide guidance about our strategy,3.7
135832,1.9,123854,My bosses  support our strategy,3.6
135833,1.9,120929,My peers  provide guidance about providing better service,3.7
135834,2.1,116290,My peers do not listen to me on generating revenue,4.9
135835,4,117933,My bosses  listen to me on our strategy,3.6
135836,1.5,118818,My bosses do not provide guidance about providing better service,3.7
135837,4.7,107690,My bosses do not listen to me on generating revenue,4.8
135838,3.7,120004,My bosses do not listen to me on generating revenue,4.9
135839,3.9,123461,My bosses  support generating revenue,3.8
135840,1.2,114081,My bosses  listen to me on our vision of the future,4.6
135841,3.5,116894,My bosses do not support providing better service,4.9
135842,4.5,114647,My bosses do not support providing better service,3.9
135843,1,112845,My bosses do not listen to me on providing better service,3.7
135844,2.1,113179,My bosses  provide guidance about our vision of the future,4.9
135845,1.2,124389,My bosses do not communicate about our vision of the future,3.8
135846,1.1,106687,My bosses do not communicate about our vision of the future,4.6
135847,4.7,122318,My peers do not listen to me on our vision of the future,4.8
135848,3.6,114619,My peers do not communicate about our vision of the future,4.9
135849,1.1,114820,My peers  support providing better service,4.9
135850,3.3,123905,My peers  support providing better service,4.8
135851,2.4,119376,My bosses do not listen to me on our vision of the future,3.9
135852,1.6,112787,My bosses  communicate about generating revenue,3.7
135853,3.6,115292,My bosses do not support our strategy,4.6
135854,4.8,117048,My peers  listen to me on providing better service,3.8
135855,2.2,117199,My bosses  listen to me on providing better service,4.7
135856,3,113646,My bosses  provide guidance about our strategy,3.7
135857,4.3,108327,My bosses do not provide guidance about providing better service,4.8
135858,3.7,118273,My bosses  communicate about our vision of the future,4.9
135859,2.6,119752,My bosses  support generating revenue,4.6
135860,4.3,112332,My peers  support our vision of the future,3.6
135861,2.8,110999,My peers  communicate about generating revenue,4.7
135862,3.1,115132,My bosses  provide guidance about our strategy,3.6
135863,4.5,113403,My bosses  support providing better service,4.7
135864,2.2,123345,My peers do not support our vision of the future,3.7
135865,1.6,117606,My peers do not communicate about our vision of the future,4.6
135866,2.5,111376,My peers  listen to me on our vision of the future,3.6
135867,4.1,115116,My bosses do not listen to me on our strategy,4.6
135868,1.6,113440,My peers  listen to me on providing better service,3.6
135869,1.9,124670,My peers  provide guidance about our strategy,3.9
135870,1.6,119595,My peers do not provide guidance about our strategy,3.7
135871,1.1,111443,My bosses do not listen to me on our strategy,3.9
135872,1.3,110988,My bosses  listen to me on our vision of the future,3.6
135873,4,113125,My peers do not listen to me on our vision of the future,4.7
135874,3.4,124092,My bosses  support providing better service,3.6
135875,2.6,121642,My bosses do not provide guidance about providing better service,4.6
135876,3.2,118907,My peers  support our strategy,3.9
135877,1.4,107848,My bosses do not communicate about our vision of the future,3.6
135878,3.1,121992,My bosses do not communicate about our vision of the future,4.6
135879,3.8,117341,My peers  support generating revenue,3.9
135880,2.5,119170,My peers  provide guidance about generating revenue,3.7
135881,3.8,111546,My bosses  listen to me on our strategy,4.8
135882,1.5,118061,My peers do not listen to me on generating revenue,3.6
135883,3.3,110525,My bosses do not provide guidance about providing better service,3.6
135884,3.9,123396,My bosses do not provide guidance about providing better service,3.6
135885,3.4,110756,My bosses  provide guidance about providing better service,3.7
135886,2.5,109729,My bosses  communicate about our strategy,4.6
135887,1.2,113252,My peers do not communicate about our vision of the future,3.8
135888,3.8,114616,My peers do not support providing better service,4.8
135889,4.5,109203,My peers  provide guidance about providing better service,3.7
135890,1.2,122826,My bosses do not communicate about generating revenue,4.7
135891,1.7,124838,My bosses do not listen to me on providing better service,4.8
135892,3.7,112010,My peers  support our vision of the future,4.8
135893,4.7,106897,My peers  support providing better service,3.8
135894,3.2,107302,My peers  communicate about our vision of the future,3.6
135895,4.2,119500,My bosses  listen to me on our vision of the future,3.7
135896,2.1,120558,My bosses  communicate about generating revenue,4.6
135897,3.9,116824,My bosses  provide guidance about generating revenue,4.7
135898,4.8,118121,My peers do not support our vision of the future,3.8
135899,4.8,117399,My bosses do not communicate about our strategy,3.6
135900,3.2,111342,My bosses do not communicate about our vision of the future,3.8
135901,3,112876,My bosses do not communicate about generating revenue,4.9
135902,2.2,105904,My bosses do not support our vision of the future,3.6
135903,3.1,119459,My peers do not support our strategy,3.8
135904,2.8,119329,My bosses  support our strategy,4.6
135905,2.2,107643,My peers  communicate about our vision of the future,3.9
135906,2.9,105916,My peers do not provide guidance about our vision of the future,4.8
135907,3.6,111599,My peers do not communicate about generating revenue,4.6
135908,2,117571,My bosses do not support our strategy,3.9
135909,4.5,113685,My bosses  listen to me on our strategy,4.6
135910,2.1,112931,My peers do not provide guidance about our vision of the future,3.9
135911,3.3,113166,My peers  listen to me on our vision of the future,4.7
135912,2.8,117354,My peers  communicate about our vision of the future,3.9
135913,3.3,111399,My peers do not listen to me on generating revenue,3.8
135914,1.9,116019,My bosses  provide guidance about our vision of the future,3.7
135915,2.7,119385,My peers do not support providing better service,3.7
135916,1,122413,My peers do not communicate about generating revenue,3.6
135917,1.2,109487,My bosses  support our vision of the future,4.7
135918,2.4,112966,My peers do not support generating revenue,3.7
135919,1.4,117637,My bosses do not support our vision of the future,3.6
135920,4.9,106393,My bosses  support our strategy,3.7
